DRUG	D-00010	TARGET	O75762	0.566005
DRUG	D-00010	TARGET	P00352	2.64975
DRUG	D-00021	TARGET	Q96KQ7	1.10002
DRUG	D-00026	TARGET	P06239	1.03994
DRUG	D-00026	TARGET	P06241	1.04576
DRUG	D-00029	TARGET	P03372	1.70006
DRUG	D-00040	TARGET	P22455	1.0278
DRUG	D-00060	TARGET	P36544	0.638272
DRUG	D-00061	TARGET	Q9NUW8	0.774975
DRUG	D-00083	TARGET	P08684	0.902025
DRUG	D-00085	TARGET	O75762	0.30103
DRUG	D-00108	TARGET	P22748	2.00436
DRUG	D-00115	TARGET	O15379	0.0457575
DRUG	D-00136	TARGET	P15121	3
DRUG	D-00146	TARGET	P11926	2.45593
DRUG	D-00148	TARGET	P32929	0.962574
DRUG	D-00148	TARGET	P35520	0.0695604
DRUG	D-00148	TARGET	Q96KQ7	0.361909
DRUG	D-00151	TARGET	P22303	2.29127
DRUG	D-00158	TARGET	O43570	0.0362122
DRUG	D-00158	TARGET	P00915	0.934683
DRUG	D-00158	TARGET	P00918	1.21407
DRUG	D-00158	TARGET	P07451	0.568636
DRUG	D-00158	TARGET	P22748	0.960056
DRUG	D-00158	TARGET	P23280	1.17986
DRUG	D-00158	TARGET	Q16790	0.0555173
DRUG	D-00159	TARGET	P29474	0.552842
DRUG	D-00159	TARGET	P29475	0.230713
DRUG	D-00159	TARGET	P35228	0.721246
DRUG	D-00159	TARGET	Q9BTU6	0.148742
DRUG	D-00160	TARGET	P10635	2.19997
DRUG	D-00160	TARGET	P16473	1.89997
DRUG	D-00164	TARGET	P07711	0.59897
DRUG	D-00164	TARGET	P43235	0.677781
DRUG	D-00168	TARGET	P29474	0.216369
DRUG	D-00168	TARGET	P29475	0.712406
DRUG	D-00168	TARGET	P35228	1.27642
DRUG	D-00169	TARGET	P29474	0.162524
DRUG	D-00169	TARGET	P29475	0.258706
DRUG	D-00169	TARGET	P35228	0.438728
DRUG	D-00170	TARGET	P29474	0.392843
DRUG	D-00170	TARGET	P29475	0.784318
DRUG	D-00170	TARGET	P35228	0.385415
DRUG	D-00171	TARGET	P29474	0.764281
DRUG	D-00171	TARGET	P29475	1.2892
DRUG	D-00171	TARGET	P35228	1.1605
DRUG	D-00178	TARGET	O75762	0.460087
DRUG	D-00178	TARGET	P14174	1.28033
DRUG	D-00178	TARGET	Q8NER1	0.79588
DRUG	D-00187	TARGET	P29474	0.0861861
DRUG	D-00187	TARGET	P29475	0.431798
DRUG	D-00187	TARGET	P35228	0.744727
DRUG	D-00203	TARGET	O75164	0.499997
DRUG	D-00203	TARGET	Q96KQ7	0.149997
DRUG	D-00213	TARGET	P22748	0.552842
DRUG	D-00218	TARGET	Q16665	0.799998
DRUG	D-00227	TARGET	P16473	2.89963
DRUG	D-00228	TARGET	P29474	0.958607
DRUG	D-00228	TARGET	P29475	1.38722
DRUG	D-00228	TARGET	P35228	1.04576
DRUG	D-00229	TARGET	O43570	1.34679
DRUG	D-00229	TARGET	P07451	1.30103
DRUG	D-00229	TARGET	P22748	2.284
DRUG	D-00229	TARGET	P23280	1.13077
DRUG	D-00229	TARGET	P35218	2.35655
DRUG	D-00229	TARGET	P43166	1.37675
DRUG	D-00229	TARGET	Q16790	1.42022
DRUG	D-00229	TARGET	Q9ULX7	1.30103
DRUG	D-00229	TARGET	Q9Y2D0	1.26761
DRUG	D-00239	TARGET	A8MPY1	1.23657
DRUG	D-00239	TARGET	P14867	2.34008
DRUG	D-00239	TARGET	P24046	1.28838
DRUG	D-00239	TARGET	P30531	0.434636
DRUG	D-00239	TARGET	P31644	3.06048
DRUG	D-00239	TARGET	P34903	2.30008
DRUG	D-00239	TARGET	P47869	2.64016
DRUG	D-00239	TARGET	P48066	0.154902
DRUG	D-00239	TARGET	Q16445	2.11003
DRUG	D-00239	TARGET	Q96KQ7	0.549997
DRUG	D-00239	TARGET	Q9UBS5	0.769551
DRUG	D-00244	TARGET	P27695	0.450004
DRUG	D-00244	TARGET	P46063	0.250001
DRUG	D-00244	TARGET	Q9UBT6	0.973835
DRUG	D-00252	TARGET	P43681	0.154902
DRUG	D-00253	TARGET	P10635	0.4
DRUG	D-00253	TARGET	P29474	0.886057
DRUG	D-00253	TARGET	P29475	2.5376
DRUG	D-00253	TARGET	P35228	1.79588
DRUG	D-00261	TARGET	P00352	0.499997
DRUG	D-00261	TARGET	P11509	0.406714
DRUG	D-00267	TARGET	P06276	0.688246
DRUG	D-00267	TARGET	P21397	0.0168249
DRUG	D-00267	TARGET	P22303	1.02
DRUG	D-00267	TARGET	P29466	0.522879
DRUG	D-00269	TARGET	P05177	0.3
DRUG	D-00269	TARGET	P22303	2.59815
DRUG	D-00270	TARGET	P22303	1.66234
DRUG	D-00272	TARGET	P29474	2.13105
DRUG	D-00272	TARGET	P29475	2.41465
DRUG	D-00272	TARGET	P35228	2.60226
DRUG	D-00276	TARGET	P07451	0.0222764
DRUG	D-00276	TARGET	P84022	0.350003
DRUG	D-00276	TARGET	Q99714	0.499997
DRUG	D-00276	TARGET	Q9NUW8	0.0758262
DRUG	D-00276	TARGET	Q9UNA4	0.149997
DRUG	D-00281	TARGET	O43570	0.107905
DRUG	D-00281	TARGET	P00915	1.9686
DRUG	D-00281	TARGET	P00918	3.02288
DRUG	D-00281	TARGET	P07451	0.0861861
DRUG	D-00281	TARGET	P15428	0.116667
DRUG	D-00281	TARGET	P22748	1.96658
DRUG	D-00281	TARGET	P23280	0.781915
DRUG	D-00281	TARGET	Q16236	0.675059
DRUG	D-00281	TARGET	Q16665	0.699992
DRUG	D-00281	TARGET	Q96KQ7	0.486908
DRUG	D-00281	TARGET	Q99714	1.15001
DRUG	D-00282	TARGET	O43570	0.124939
DRUG	D-00282	TARGET	P00918	0.0701907
DRUG	D-00282	TARGET	P35218	0.0604807
DRUG	D-00282	TARGET	Q9Y2D0	0.148742
DRUG	D-00283	TARGET	O43570	0.05061
DRUG	D-00283	TARGET	P00918	0.738719
DRUG	D-00283	TARGET	P03372	0.299998
DRUG	D-00283	TARGET	P22748	1.28267
DRUG	D-00283	TARGET	P23280	0.716812
DRUG	D-00283	TARGET	P39748	0.223822
DRUG	D-00283	TARGET	P51449	0.225067
DRUG	D-00283	TARGET	Q96KQ7	0.816667
DRUG	D-00283	TARGET	Q99714	0.699998
DRUG	D-00283	TARGET	Q9Y2D0	0.376751
DRUG	D-00286	TARGET	P29474	1.49741
DRUG	D-00286	TARGET	P35228	1.42694
DRUG	D-00287	TARGET	P29474	1.35655
DRUG	D-00287	TARGET	P35228	1.1549
DRUG	D-00296	TARGET	P02545	1.04998
DRUG	D-00296	TARGET	P25021	1.05246
DRUG	D-00296	TARGET	P35367	1.4
DRUG	D-00296	TARGET	Q96KQ7	0.0738222
DRUG	D-00296	TARGET	Q9H3N8	2.96769
DRUG	D-00296	TARGET	Q9Y5N1	2.94319
DRUG	D-00299	TARGET	P25021	1.00694
DRUG	D-00299	TARGET	P35367	0.581821
DRUG	D-00299	TARGET	Q96RJ0	0.507659
DRUG	D-00299	TARGET	Q9H3N8	2.8169
DRUG	D-00299	TARGET	Q9Y5N1	3.24894
DRUG	D-00310	TARGET	P29474	0.0604807
DRUG	D-00310	TARGET	P29475	1.21467
DRUG	D-00310	TARGET	P35228	0.920819
DRUG	D-00311	TARGET	P29474	1.48394
DRUG	D-00311	TARGET	P29475	2.24743
DRUG	D-00311	TARGET	P35228	2.40923
DRUG	D-00312	TARGET	P29475	0.423917
DRUG	D-00312	TARGET	P35228	0.884776
DRUG	D-00313	TARGET	P29474	1.22185
DRUG	D-00313	TARGET	P29475	1.88606
DRUG	D-00313	TARGET	P35228	1.52288
DRUG	D-00314	TARGET	P29475	0.455932
DRUG	D-00314	TARGET	P35228	0.687628
DRUG	D-00323	TARGET	P07477	0.931814
DRUG	D-00329	TARGET	A8MPY1	1.33724
DRUG	D-00329	TARGET	P0DMS8	2.79588
DRUG	D-00329	TARGET	P14867	3.18913
DRUG	D-00329	TARGET	P24046	0.638272
DRUG	D-00329	TARGET	P28476	0.853872
DRUG	D-00329	TARGET	P31644	3.45357
DRUG	D-00329	TARGET	P34903	3.2275
DRUG	D-00329	TARGET	P47869	3.04554
DRUG	D-00329	TARGET	Q16445	3.57804
DRUG	D-00330	TARGET	P0DMS8	2.79588
DRUG	D-00330	TARGET	P24046	0.638272
DRUG	D-00330	TARGET	P28476	0.853872
DRUG	D-00331	TARGET	P32929	0.853872
DRUG	D-00341	TARGET	P29474	1.34679
DRUG	D-00341	TARGET	P29475	1.79588
DRUG	D-00341	TARGET	P35228	1.79588
DRUG	D-00359	TARGET	P35372	2.85387
DRUG	D-00361	TARGET	O95050	1
DRUG	D-00371	TARGET	P27695	0.450004
DRUG	D-00374	TARGET	P29474	0.148742
DRUG	D-00374	TARGET	P29475	0.49485
DRUG	D-00374	TARGET	P35228	0.537602
DRUG	D-00375	TARGET	O43570	1.4318
DRUG	D-00375	TARGET	P07451	1.22185
DRUG	D-00375	TARGET	P22748	1.34679
DRUG	D-00375	TARGET	P23280	1.14267
DRUG	D-00375	TARGET	P35218	1.21467
DRUG	D-00375	TARGET	P43166	1.35655
DRUG	D-00375	TARGET	Q16790	1.38722
DRUG	D-00375	TARGET	Q9ULX7	1.19382
